date,fatality_rate,med_fatal,med_injury,med_no_injury,conf_ind_head-on,conf_ind_not-head-on,c_hour,fri_fatality_rate,mon_fatality_rate,sat_fatality_rate,sun_fatality_rate,thurs_fatality_rate,tues_fatality_rate,weds_fatality_rate,year,month
2003-12-01,0.016860616965088945,237.0,206.0,117.0,198.0,383.0,13.671678096242893,0.01990750050271466,0.020631970260223047,0.015447523852794184,0.023014668689934244,0.015410146989094358,0.014012061014544164,0.011541072640868975,2003,12
2004-01-01,0.013889972688255951,201.0,180.0,135.0,202.0,332.0,13.252819598174474,0.014681668496158068,0.010607321131447587,0.012861225785963798,0.016940451745379878,0.01801070907025799,0.009253547193090685,0.014232793916942875,2004,1
2004-02-01,0.01473303301085592,152.0,138.0,97.0,102.0,297.0,13.448613073548003,0.01588352084712111,0.0056461731493099125,0.019721577726218097,0.016516129032258065,0.017586580086580088,0.015204054414510537,0.010187667560321715,2004,2
2004-03-01,0.015083525019797126,151.0,131.0,104.0,89.0,311.0,13.570943885330893,0.014562002275312855,0.00970364542355101,0.01248339973439575,0.025798525798525797,0.013845185651353053,0.012179965200099428,0.018341892883345562,2004,3
2004-04-01,0.01832596310903948,179.0,160.0,106.0,74.0,386.0,13.968817809209998,0.013298928146089718,0.016916070266753416,0.030111412225233364,0.01962846126883982,0.013710946280062936,0.019952654717619207,0.019067175124669992,2004,4
2004-05-01,0.018709506809467143,219.0,209.0,121.0,133.0,433.0,13.814468766684463,0.020745131244707875,0.011293179805137289,0.025449674703406047,0.02205046601500341,0.01840338224322308,0.015981137018600995,0.014652014652014652,2004,5
2004-06-01,0.01758623737001797,231.0,241.0,111.0,82.0,515.0,13.900839735572628,0.01996124031007752,0.017610661589719183,0.02026744671959883,0.03442879499217527,0.009046917736166631,0.011678282162365794,0.014573801050669377,2004,6
2004-07-01,0.019978674448622256,277.0,270.0,141.0,116.0,596.0,14.12412503188143,0.02141920442954976,0.014828544949026877,0.028166609764424717,0.022321428571428572,0.02119460500963391,0.017209302325581394,0.010608856088560886,2004,7
2004-08-01,0.020325769177224,295.0,256.0,154.0,163.0,567.0,14.02926939097152,0.019934828445466745,0.01041860465116279,0.0331258783376832,0.020383060973466878,0.015505568901506879,0.013816019587268276,0.03192466697289848,2004,8
2004-09-01,0.019869139804309984,274.0,218.0,143.0,101.0,561.0,13.817050970873787,0.027701375245579567,0.016744644176311253,0.022562979189485213,0.02629601803155522,0.020566885585896994,0.011494252873563218,0.013924990716672856,2004,9
2004-10-01,0.018313664154699275,278.0,242.0,110.0,144.0,500.0,13.651017709291628,0.012919896640826873,0.021304234866199014,0.023388305847076463,0.028513238289205704,0.013377926421404682,0.012637867647058824,0.015509788965166539,2004,10
2004-11-01,0.018956588453423694,251.0,201.0,115.0,101.0,492.0,13.684030356854514,0.01444184231069477,0.012605042016806723,0.026321865619949203,0.02699662542182227,0.025466893039049237,0.014333398782642844,0.016530849825378346,2004,11
2004-12-01,0.01728876917156836,227.0,219.0,152.0,127.0,502.0,13.601034972039061,0.017155002277212693,0.018875267561782448,0.013704888076747372,0.018436578171091445,0.012221041445270989,0.02161319073083779,0.019420671494404212,2004,12
2005-01-01,0.015966286799620134,208.0,200.0,111.0,169.0,369.0,13.217717583041827,0.020272572402044293,0.0149286023366508,0.013026663952778343,0.01807909604519774,0.014594162335065974,0.016674606955693186,0.01350192884697814,2005,1
2005-02-01,0.01533660615747612,180.0,123.0,88.0,112.0,291.0,13.295430924977866,0.009519492293744334,0.01316829075585989,0.020254479356011424,0.027246188777165097,0.013168503090567052,0.01360741169658367,0.01339737108190091,2005,2
